                                                                                                                                                                                                                                                  ,runtime,cwdc,litr1c, litr2c,litr3c,soil1c,soil2c,soil3c,soil4c,cwdc_to_litr2c,cwdc_to_litr3c,litr1_hr,litr1c_to_soil1c,litr2_hr,litr2c_to_soil2c,litr3_hr,litr3c_to_soil3c,soil1_hr,soil1c_to_soil2c,soil2_hr,soil2c_to_soil3c,soil3_hr,soil3c_to_soil4c,soil4_hr
******,      0.0000,      0.0000,     46.0000,     33.3200,     24.7760,    480.5400,   1009.7160,   2003.9670,   4000.6880,      0.0000,      0.0000,      5.4600,      8.5400,      0.9240,      0.7560,      0.0650,      0.1590,      7.8400,     20.1600,      5.1520,      6.0480,      1.2320,      1.0080,      0.3201,
******,      0.0000,      0.0000,     43.1200,     36.4541,     29.4985,    461.4866,   1018.6222,   2008.0265,   4001.3779,      0.0000,      0.0000,      5.0232,      7.8568,      1.0263,      0.8397,      0.0805,      0.1970,      7.5349,     19.3754,      5.2021,      6.1068,      1.2344,      1.0100,      0.3201,
******,      0.0000,      0.0000,     41.0464,     39.4127,     34.1681,    443.0082,   1026.7394,   2012.1726,   4002.0698,      0.0000,      0.0000,      4.7087,      7.3649,      1.1228,      0.9186,      0.0958,      0.2346,      7.2361,     18.6071,      5.2479,      6.1606,      1.2369,      1.0120,      0.3202,
******,      0.0000,      0.0000,     39.5534,     42.2055,     38.7854,    425.2105,   1034.0952,   2016.4004,   4002.7637,      0.0000,      0.0000,      4.4823,      7.0107,      1.2139,      0.9932,      0.1110,      0.2717,      6.9464,     17.8621,      5.2898,      6.2097,      1.2395,      1.0141,      0.3202,
******,      0.0000,      0.0000,     38.4785,     44.8420,     43.3510,    408.1544,   1040.7213,   2020.7047,   4003.4597,      0.0000,      0.0000,      4.3192,      6.7557,      1.2999,      1.0636,      0.1260,      0.3084,      6.6673,     17.1445,      5.3277,      6.2542,      1.2421,      1.0163,      0.3203,
******,      0.0000,      0.0000,     37.7045,     47.3309,     47.8655,    391.8699,   1046.6520,   2025.0806,   4004.1577,      0.0000,      0.0000,      4.2018,      6.5721,      1.3811,      1.1300,      0.1408,      0.3447,      6.3999,     16.4568,      5.3618,      6.2943,      1.2447,      1.0184,      0.3203,
******,      0.0000,      0.0000,     37.1472,     49.6804,     52.3294,    376.3651,   1051.9224,   2029.5233,   4004.8582,      0.0000,      0.0000,      4.1173,      6.4399,      1.4578,      1.1927,      0.1555,      0.3806,      6.1445,     15.8002,      5.3924,      6.3302,      1.2474,      1.0206,      0.3204,
******,      0.0000,      0.0000,     36.7460,     51.8983,     56.7433,    361.6334,   1056.5679,   2034.0284,   4005.5605,      0.0000,      0.0000,      4.0565,      6.3447,      1.5302,      1.2519,      0.1700,      0.4161,      5.9014,     15.1750,      5.4195,      6.3620,      1.2502,      1.0229,      0.3204,
******,      0.0000,      0.0000,     36.4571,     53.9919,     61.1078,    347.6582,   1060.6232,   2038.5917,   4006.2651,      0.0000,      0.0000,      4.0127,      6.2762,      1.5985,      1.3078,      0.1843,      0.4512,      5.6704,     14.5811,      5.4434,      6.3901,      1.2530,      1.0251,      0.3205,
******,      0.0000,      0.0000,     36.2491,     55.9684,     65.4234,    334.4162,   1064.1223,   2043.2091,   4006.9719,      0.0000,      0.0000,      3.9811,      6.2269,      1.6630,      1.3606,      0.1985,      0.4859,      5.4513,     14.0176,      5.4643,      6.4146,      1.2558,      1.0274,      0.3206,
